author,n_comments,n_themes,entropy,gini,top_theme,stakeholder_institution
sahilcreator07,1,1,0.0,0.8,T01_Technical,GitHub community member
sunilp,1,1,0.0,0.8,T02_Process,Independent
superjvjkdf,1,1,0.0,0.8,T02_Process,Unknown
ryan-szns,1,1,0.0,0.8,T01_Technical,Google
rwrz,1,1,0.0,0.8,T01_Technical,Independent
ruanspies,1,1,0.0,0.8,T02_Process,GitHub A2A (discussion)
ruFFaa,1,1,0.0,0.8,T01_Technical,Independent
swarf00,1,1,0.0,0.8,T01_Technical,Independent
rsgrewal-aws,1,1,0.0,0.8,T01_Technical,Unknown
rrrodzilla,1,1,0.0,0.8,T01_Technical,Google A2A
rootwarp,1,1,0.0,0.8,T01_Technical,Google
ronantakizawa,1,1,0.0,0.8,T01_Technical,Google
sambhav,1,1,0.0,0.8,T02_Process,Independent
steren,1,1,0.0,0.8,T01_Technical,GitHub A2A (pr)
prokolyvakis,1,1,0.0,0.8,T01_Technical,Independent
staverm,1,1,0.0,0.8,T01_Technical,GitHub
scvthorsten,1,1,0.0,0.8,T01_Technical,Independent
sepo-eng,1,1,0.0,0.8,T01_Technical,Google
shubham151,1,1,0.0,0.8,T01_Technical,Unknown
satishkamavaram,1,1,0.0,0.8,T01_Technical,Independent
shyam-habarakada,1,1,0.0,0.8,T03_Governance,GitHub A2A
silverheartshafiq,1,1,0.0,0.8,T01_Technical,Google A2A
simarsher220,1,1,0.0,0.8,T01_Technical,Google A2A
sarvarimamov,1,1,0.0,0.8,T05_Off_topic,GitHub user
sjanaX01,1,1,0.0,0.8,T01_Technical,Independent
sarahjaz,1,1,0.0,0.8,T01_Technical,Red Hat
skyfire-ammar,1,1,0.0,0.8,T01_Technical,Google A2A
smileyboy2019,1,1,0.0,0.8,T01_Technical,Independent
sondotpin,1,1,0.0,0.8,T01_Technical,Independent
nidhi-pathak,1,1,0.0,0.8,T01_Technical,Independent
sanjeevkumar761,1,1,0.0,0.8,T01_Technical,Independent
sreejit-a,1,1,0.0,0.8,T01_Technical,Independent
star-gazer111,1,1,0.0,0.8,T01_Technical,Independent
takassh,1,1,0.0,0.8,T02_Process,Google A2A
tangpingqingwa,1,1,0.0,0.8,T01_Technical,Independent
ronaldpetty,1,1,0.0,0.8,T02_Process,Independent
romairi,1,1,0.0,0.8,T01_Technical,Google A2A
unizhu,1,1,0.0,0.8,T01_Technical,Independent
uttej-vsk,1,1,0.0,0.8,T01_Technical,Independent
vibnimit,1,1,0.0,0.8,T01_Technical,Software Engineer
vicradon,1,1,0.0,0.8,T01_Technical,Google
ragaoua,1,1,0.0,0.8,T01_Technical,Independent
sd0ric4,1,1,0.0,0.8,T01_Technical,Google
questflow-kyle,1,1,0.0,0.8,T01_Technical,Google A2A
victordibia,1,1,0.0,0.8,T01_Technical,Google A2A governance
qiansuo1,1,1,0.0,0.8,T01_Technical,Google A2A
pvlasov,1,1,0.0,0.8,T01_Technical,Independent
punkyoon,1,1,0.0,0.8,T01_Technical,Google
victorinect,1,1,0.0,0.8,T01_Technical,Developer
puchengy,1,1,0.0,0.8,T02_Process,Independent
vincent-pli,1,1,0.0,0.8,T01_Technical,Independent
pszjmb1,1,1,0.0,0.8,T01_Technical,Independent
prosa21,1,1,0.0,0.8,T01_Technical,GitHub community member
vladkol,1,1,0.0,0.8,T01_Technical,Independent
raravena80,1,1,0.0,0.8,T02_Process,Google
umariyoob,1,1,0.0,0.8,T02_Process,Independent
raveenb,1,1,0.0,0.8,T01_Technical,Luminary Lane
trssantos,1,1,0.0,0.8,T01_Technical,Conduit
taosher,1,1,0.0,0.8,T01_Technical,Independent
theosp,1,1,0.0,0.8,T02_Process,JustDo
thestupd,1,1,0.0,0.8,T01_Technical,Developer Community
tobiasopdenbrouw,1,1,0.0,0.8,T01_Technical,Independent
tomasdev,1,1,0.0,0.8,T03_Governance,Independent
torrmal,1,1,0.0,0.8,T01_Technical,Google A2A
resouer,1,1,0.0,0.8,T01_Technical,Independent
tunnckoCore,1,1,0.0,0.8,T01_Technical,Independent
ravneetgrewal,1,1,0.0,0.8,T01_Technical,Google A2A
reskin89,1,1,0.0,0.8,T01_Technical,Independent
rescrv,1,1,0.0,0.8,T01_Technical,Developer
tymorton,1,1,0.0,0.8,T01_Technical,Independent
uestcbraid,1,1,0.0,0.8,T01_Technical,Independent
ujnak,1,1,0.0,0.8,T01_Technical,Independent
reatang,1,1,0.0,0.8,T01_Technical,Google
rclayton-godaddy,1,1,0.0,0.8,T01_Technical,Independent
sreanik,1,1,0.0,0.8,T01_Technical,Independent
0xTomDaniel,1,1,0.0,0.8,T01_Technical,Independent
nicholasbreckwoldt,1,1,0.0,0.8,T01_Technical,Independent
alain-sv,1,1,0.0,0.8,T01_Technical,GitHub community member
aviaviavi,1,1,0.0,0.8,T02_Process,Independent
austinmyc,1,1,0.0,0.8,T01_Technical,Independent
austin-tral,1,1,0.0,0.8,T01_Technical,Google
ashwin63,1,1,0.0,0.8,T01_Technical,Google
ashubham,1,1,0.0,0.8,T01_Technical,Google
arunim1,1,1,0.0,0.8,T02_Process,GitHub community member
andy1213aa,1,1,0.0,0.8,T01_Technical,Google
andorsk,1,1,0.0,0.8,T02_Process,Google A2A governance
amin-nikanjam,1,1,0.0,0.8,T01_Technical,Independent
alinaqi,1,1,0.0,0.8,T01_Technical,Google A2A
ali-0407,1,1,0.0,0.8,T01_Technical,Independent
alexbainbridge,1,1,0.0,0.8,T01_Technical,Independent
akdong91,1,1,0.0,0.8,T01_Technical,Independent
beauduffy,1,1,0.0,0.8,T01_Technical,Google A2A
aiagentexpert,1,1,0.0,0.8,T01_Technical,Independent
agenttrust,1,1,0.0,0.8,T02_Process,Independent
adv-11,1,1,0.0,0.8,T01_Technical,GitHub A2A
adcentury,1,1,0.0,0.8,T01_Technical,Independent
abhinav24jha,1,1,0.0,0.8,T01_Technical,Independent
aazizisoufiane,1,1,0.0,0.8,T01_Technical,Developer
aCanalez,1,1,0.0,0.8,T01_Technical,Google
Zinni98,1,1,0.0,0.8,T01_Technical,Independent
YuqingZhao,1,1,0.0,0.8,T01_Technical,Community Developer
Yukinekoko,1,1,0.0,0.8,T02_Process,Independent
YottaDev07,1,1,0.0,0.8,T01_Technical,Independent
Yotaro111,1,1,0.0,0.8,T02_Process,Unknown
batprem,1,1,0.0,0.8,T01_Technical,Independent
bigmac7,1,1,0.0,0.8,T01_Technical,Google A2A
XiaoTianCan,1,1,0.0,0.8,T01_Technical,Independent
chris-j-handel,1,1,0.0,0.8,T01_Technical,MCP and A2A protocol trustees
devsodhirao,1,1,0.0,0.8,T04_Economic,Independent
developer-dexwox,1,1,0.0,0.8,T01_Technical,developer-dexwox
debug313,1,1,0.0,0.8,T02_Process,Community Member
dbkalaria,1,1,0.0,0.8,T01_Technical,Google A2A developer
davrous,1,1,0.0,0.8,T01_Technical,GitHub community member
dasiths,1,1,0.0,0.8,T01_Technical,Independent
danieldai,1,1,0.0,0.8,T01_Technical,Google A2A
ctorrao,1,1,0.0,0.8,T01_Technical,Google A2A
coyotwill,1,1,0.0,0.8,T02_Process,Independent
clintwar,1,1,0.0,0.8,T01_Technical,client
cled,1,1,0.0,0.8,T01_Technical,Google
cj2a7t,1,1,0.0,0.8,T01_Technical,Independent
chl1123,1,1,0.0,0.8,T01_Technical,Independent
birdayz,1,1,0.0,0.8,T01_Technical,Independent
chicogong,1,1,0.0,0.8,T01_Technical,Independent
chenglin130,1,1,0.0,0.8,T01_Technical,Google A2A
chendatony31,1,1,0.0,0.8,T01_Technical,Independent
cciwami,1,1,0.0,0.8,T01_Technical,Independent
carlesarnal,1,1,0.0,0.8,T01_Technical,Apicurio Registry
cardioailive1,1,1,0.0,0.8,T02_Process,Google
bustosjuan,1,1,0.0,0.8,T01_Technical,Google A2A
buithehai1994,1,1,0.0,0.8,T01_Technical,Independent
bufdev,1,1,0.0,0.8,T01_Technical,Independent
brasseld,1,1,0.0,0.8,T01_Technical,Independent
borisalekseev,1,1,0.0,0.8,T01_Technical,Independent
blakebrannon,1,1,0.0,0.8,T03_Governance,Google A2A
Yoojkim,1,1,0.0,0.8,T01_Technical,Independent
Vidit-Ostwal,1,1,0.0,0.8,T01_Technical,Independent
nextpulse,1,1,0.0,0.8,T02_Process,Google
DiTo97,1,1,0.0,0.8,T01_Technical,Independent
Guidosalimbeni,1,1,0.0,0.8,T01_Technical,Google A2A governance
Gioxxy,1,1,0.0,0.8,T01_Technical,Google
GeunCheolOh,1,1,0.0,0.8,T01_Technical,Independent
Francosimon53,1,1,0.0,0.8,T01_Technical,Google A2A
FoolishDreamer,1,1,0.0,0.8,T01_Technical,Independent
FailedNamed,1,1,0.0,0.8,T01_Technical,Independent
Emilmeister,1,1,0.0,0.8,T01_Technical,Independent
EliasLumer,1,1,0.0,0.8,T01_Technical,Independent
Einsfier,1,1,0.0,0.8,T01_Technical,Independent
Eggrolling-hu,1,1,0.0,0.8,T01_Technical,Google
Do-tech-ai,1,1,0.0,0.8,T01_Technical,Independent
DinoChiesa,1,1,0.0,0.8,T01_Technical,Google
DavidMaister,1,1,0.0,0.8,T01_Technical,Unknown
Hekafin,1,1,0.0,0.8,T01_Technical,GitHub A2A
DL1231,1,1,0.0,0.8,T02_Process,Independent
Crokily,1,1,0.0,0.8,T05_Off_topic,Independent
Camusama,1,1,0.0,0.8,T01_Technical,Independent
Boburmirzo,1,1,0.0,0.8,T01_Technical,GitHub community member
AshuJoshi,1,1,0.0,0.8,T01_Technical,Google
AndyStan112,1,1,0.0,0.8,T02_Process,Unknown
AndrewPanB,1,1,0.0,0.8,T01_Technical,Independent
AliMuhammadOfficial,1,1,0.0,0.8,T01_Technical,Unknown
AIXerum,1,1,0.0,0.8,T01_Technical,AIXerum
3nsai,1,1,0.0,0.8,T02_Process,OpenWebUI
1GZW1,1,1,0.0,0.8,T01_Technical,Independent
11Warrior,1,1,0.0,0.8,T02_Process,Community Member
HV9903,1,1,0.0,0.8,T01_Technical,HV9903
Ivanye2509,1,1,0.0,0.8,T01_Technical,Independent
TangHui-Best,1,1,0.0,0.8,T02_Process,Unknown
MrChengmo,1,1,0.0,0.8,T01_Technical,Independent
SteveJamesDev,1,1,0.0,0.8,T01_Technical,Google A2A
Starborn,1,1,0.0,0.8,T01_Technical,Independent
SimplyKnownAsG,1,1,0.0,0.8,T01_Technical,Independent
ShayakSarkar,1,1,0.0,0.8,T01_Technical,Independent
SellJamHere,1,1,0.0,0.8,T01_Technical,Google A2A
SecretiveShell,1,1,0.0,0.8,T01_Technical,Independent
Roye-Wy,1,1,0.0,0.8,T01_Technical,Independent
RoyAmitabh,1,1,0.0,0.8,T01_Technical,Google A2A governance
RIKTESH89,1,1,0.0,0.8,T01_Technical,Google
Pray4Love1,1,1,0.0,0.8,T01_Technical,Developer
PoolDad-Legal,1,1,0.0,0.8,T01_Technical,Google
PierreVannier,1,1,0.0,0.8,T01_Technical,Google A2A
Miku-Kogane,1,1,0.0,0.8,T01_Technical,Independent
JMLX42,1,1,0.0,0.8,T01_Technical,LX Industries
MaryamZi,1,1,0.0,0.8,T01_Technical,Independent
MaoJianwei,1,1,0.0,0.8,T01_Technical,Independent
LordOfBug,1,1,0.0,0.8,T01_Technical,GitHub community member
KiteSoar,1,1,0.0,0.8,T01_Technical,Google
KanchiShimono,1,1,0.0,0.8,T01_Technical,Google A2A
Joapfel,1,1,0.0,0.8,T01_Technical,Independent
JinyongShin,1,1,0.0,0.8,T01_Technical,Google A2A
JetsettingJames,1,1,0.0,0.8,T01_Technical,Independent
JerryDaHeLian,1,1,0.0,0.8,T01_Technical,Independent
JanPokorny,1,1,0.0,0.8,T01_Technical,Independent
Jaland,1,1,0.0,0.8,T02_Process,Google A2A
Jai0401,1,1,0.0,0.8,T01_Technical,GitHub A2A (pr)
dhaan-ish,1,1,0.0,0.8,T01_Technical,Google A2A
dibenedetto,1,1,0.0,0.8,T01_Technical,Google A2A
dongyunpeng-sjtu,1,1,0.0,0.8,T01_Technical,Google A2A
kpavlov,1,1,0.0,0.8,T01_Technical,JetBrains
lumeche,1,1,0.0,0.8,T02_Process,Independent
lucamontin,1,1,0.0,0.8,T01_Technical,Google A2A
loganwolfe-ims,1,1,0.0,0.8,T01_Technical,Independent
lj-raidiam,1,1,0.0,0.8,T01_Technical,Independent
liuming-dev,1,1,0.0,0.8,T01_Technical,Enterprise Developer
lerhaupt,1,1,0.0,0.8,T02_Process,Google
leavez,1,1,0.0,0.8,T01_Technical,Google
lahlfors,1,1,0.0,0.8,T03_Governance,Acme Corp
kuldeepjain-bitcot,1,1,0.0,0.8,T01_Technical,Independent
kukuyuhai,1,1,0.0,0.8,T01_Technical,Independent
kubni,1,1,0.0,0.8,T01_Technical,Independent
krebznet,1,1,0.0,0.8,T01_Technical,Independent Developer
koyeliaghosh,1,1,0.0,0.8,T01_Technical,Independent
mahghappy,1,1,0.0,0.8,T01_Technical,Independent
koteswaran2186,1,1,0.0,0.8,T01_Technical,Independent
kkgupta-github,1,1,0.0,0.8,T02_Process,Independent
kirmorozov,1,1,0.0,0.8,T01_Technical,Independent
kimsr96,1,1,0.0,0.8,T01_Technical,Google A2A
kimehdgns,1,1,0.0,0.8,T01_Technical,Google
kibitzing,1,1,0.0,0.8,T01_Technical,Independent
kenhuangus,1,1,0.0,0.8,T01_Technical,Independent
keenranger,1,1,0.0,0.8,T01_Technical,Google A2A
kedoska,1,1,0.0,0.8,T01_Technical,Google
kay-schmitteckert,1,1,0.0,0.8,T01_Technical,Google
kadirpekel,1,1,0.0,0.8,T01_Technical,Independent
k-jarzyna,1,1,0.0,0.8,T01_Technical,Google
luyiourwong,1,1,0.0,0.8,T01_Technical,Google A2A
mandle420,1,1,0.0,0.8,T01_Technical,Google A2A
duglin,1,1,0.0,0.8,T01_Technical,Google
mkschreder,1,1,0.0,0.8,T01_Technical,Google
nerunja,1,1,0.0,0.8,T01_Technical,Independent
neoUltra-66,1,1,0.0,0.8,T01_Technical,Independent
nembal,1,1,0.0,0.8,T01_Technical,Google A2A governance
needcoder,1,1,0.0,0.8,T03_Governance,Independent
nbadf1981-tech,1,1,0.0,0.8,T01_Technical,Independent
nandrews729,1,1,0.0,0.8,T01_Technical,Independent
nandana,1,1,0.0,0.8,T02_Process,GitHub A2A
nahapetyan-serob,1,1,0.0,0.8,T01_Technical,Google
n1lanjan,1,1,0.0,0.8,T01_Technical,Independent
mycosavant,1,1,0.0,0.8,T01_Technical,Independent
mting806,1,1,0.0,0.8,T01_Technical,Google
mskadu,1,1,0.0,0.8,T01_Technical,Independent
mikestaub,1,1,0.0,0.8,T01_Technical,Independent
manja316,1,1,0.0,0.8,T01_Technical,Independent
mikeromano38,1,1,0.0,0.8,T01_Technical,Independent
mikeedjones,1,1,0.0,0.8,T01_Technical,Independent
mescaja,1,1,0.0,0.8,T01_Technical,Independent
mempirate,1,1,0.0,0.8,T01_Technical,Independent
melvinjlobos,1,1,0.0,0.8,T01_Technical,Developer
mclenhard,1,1,0.0,0.8,T02_Process,Community
mbleigh,1,1,0.0,0.8,T01_Technical,Google
maxbrokman,1,1,0.0,0.8,T01_Technical,Google
matsk-sinch,1,1,0.0,0.8,T01_Technical,Google
martimfasantos,1,1,0.0,0.8,T01_Technical,Google
marksal87,1,1,0.0,0.8,T01_Technical,Google A2A
marketmaker4enterprise,1,1,0.0,0.8,T01_Technical,marketmaker4enterprise
justin-octo,1,1,0.0,0.8,T03_Governance,Google A2A
jrcks67,1,1,0.0,0.8,T01_Technical,Developer
jpandrade30,1,1,0.0,0.8,T01_Technical,Google A2A
fryfry33,1,1,0.0,0.8,T01_Technical,GitHub community member
harris2012,1,1,0.0,0.8,T01_Technical,Google
harrigan,1,1,0.0,0.8,T01_Technical,Independent
hammadtq,1,1,0.0,0.8,T01_Technical,Independent
hamidra,1,1,0.0,0.8,T01_Technical,Google A2A
gyliu513,1,1,0.0,0.8,T01_Technical,Independent
gukoff,1,1,0.0,0.8,T01_Technical,Google A2A
gstudiogdesigns-max,1,1,0.0,0.8,T01_Technical,Independent
glushenkovIG,1,1,0.0,0.8,T01_Technical,Google
giovanni-velais,1,1,0.0,0.8,T01_Technical,Independent
gianpaj,1,1,0.0,0.8,T01_Technical,GitHub community
gate4ai-alex,1,1,0.0,0.8,T01_Technical,Google A2A
fwklucznik,1,1,0.0,0.8,T01_Technical,Independent
freedeaths,1,1,0.0,0.8,T01_Technical,Independent
jowpurcinelli,1,1,0.0,0.8,T01_Technical,Google
flystar32,1,1,0.0,0.8,T01_Technical,Independent
fhinkel,1,1,0.0,0.8,T02_Process,Google
felix-schultz,1,1,0.0,0.8,T01_Technical,Independent
fapont,1,1,0.0,0.8,T01_Technical,Google A2A
f,1,1,0.0,0.8,T01_Technical,GitHub A2A
ethlaude,1,1,0.0,0.8,T01_Technical,Independent
ericksonc,1,1,0.0,0.8,T01_Technical,Google A2A
elevenarms,1,1,0.0,0.8,T01_Technical,Google A2A
electrocucaracha,1,1,0.0,0.8,T01_Technical,GitHub community member
e1327906,1,1,0.0,0.8,T01_Technical,Google
dylang,1,1,0.0,0.8,T01_Technical,Google A2A
dukeren,1,1,0.0,0.8,T01_Technical,Independent
heiko-hotz,1,1,0.0,0.8,T01_Technical,Independent
hmk,1,1,0.0,0.8,T01_Technical,Independent
howientc,1,1,0.0,0.8,T01_Technical,Independent
htondro,1,1,0.0,0.8,T01_Technical,Google A2A
joshua-mo-143,1,1,0.0,0.8,T01_Technical,Google
joaovilker,1,1,0.0,0.8,T01_Technical,TypeBot user
jnapper7,1,1,0.0,0.8,T01_Technical,Google
jmracek,1,1,0.0,0.8,T01_Technical,Independent
jlestebanbenu,1,1,0.0,0.8,T01_Technical,Google A2A
jkfnc,1,1,0.0,0.8,T01_Technical,Independent
jfabend,1,1,0.0,0.8,T01_Technical,Independent
jesuino,1,1,0.0,0.8,T01_Technical,Google
jeromemassot,1,1,0.0,0.8,T01_Technical,GitHub community member
jerlyjelly,1,1,0.0,0.8,T01_Technical,Independent
jeff-nasseri,1,1,0.0,0.8,T01_Technical,Google A2A
jasonmadigan,1,1,0.0,0.8,T01_Technical,GitHub community
jaredrsommer,1,1,0.0,0.8,T01_Technical,Google
jankrynauw,1,1,0.0,0.8,T01_Technical,Google
jamesfebin,1,1,0.0,0.8,T01_Technical,Google
jamesev15,1,1,0.0,0.8,T01_Technical,Independent
jamesarmenta,1,1,0.0,0.8,T01_Technical,Independent
ipapapa,1,1,0.0,0.8,T01_Technical,Google
imfing,1,1,0.0,0.8,T01_Technical,Google A2A
ieb,1,1,0.0,0.8,T01_Technical,Independent
idagelic,1,1,0.0,0.8,T01_Technical,Google A2A governance
iFurySt,1,1,0.0,0.8,T01_Technical,Independent
humuhimi,1,1,0.0,0.8,T01_Technical,Google A2A
hujiulong,1,1,0.0,0.8,T01_Technical,Google A2A
hugo-romero-mm,1,1,0.0,0.8,T02_Process,Independent
joepvgenuchten,1,1,0.0,0.8,T01_Technical,Independent
